This textfile must keep the line/row format.
Although the data in the table can be changed, but
the number of character for each row be the same.

2x16 characters display.
x-below will represent the data from table below.

 P O W E R :   x x x x x x d B m
 x x x x x x W   x x x x x x V

"$" character will be equal to space.
AD  	Sign	PdB	W		V	
2803	-	$1,57	696,6	u	186,6	m
2802	-	$1,59	693,4	u	186,2	m
2801	-	$1,62	688,7	u	185,6	m
2800	-	$1,64	685,5	u	185,1	m
2799	-	$1,67	680,8	u	184,5	m
2798	-	$1,69	677,6	u	184,1	m
2797	-	$1,71	674,5	u	183,6	m
2796	-	$1,74	669,9	u	183,0	m
2795	-	$1,76	666,8	u	182,6	m
2794	-	$1,79	662,2	u	182,0	m
2793	-	$1,81	659,2	u	181,5	m
2792	-	$1,84	654,6	u	180,9	m
2791	-	$1,86	651,6	u	180,5	m
2790	-	$1,88	648,6	u	180,1	m
2789	-	$1,91	644,2	u	179,5	m
2788	-	$1,93	641,2	u	179,1	m
2787	-	$1,96	636,8	u	178,4	m
2786	-	$1,98	633,9	u	178,0	m
2785	-	$2,01	629,5	u	177,4	m
2784	-	$2,03	626,6	u	177,0	m
2783	-	$2,06	622,3	u	176,4	m
2782	-	$2,08	619,4	u	176,0	m
2781	-	$2,10	616,6	u	175,6	m
2780	-	$2,13	612,4	u	175,0	m
2779	-	$2,15	609,5	u	174,6	m
2778	-	$2,18	605,3	u	174,0	m
2777	-	$2,20	602,6	u	173,6	m
2776	-	$2,23	598,4	u	173,0	m
2775	-	$2,25	595,7	u	172,6	m
2774	-	$2,28	591,6	u	172,0	m
2773	-	$2,30	588,8	u	171,6	m
2772	-	$2,32	586,1	u	171,2	m
2771	-	$2,35	582,1	u	170,6	m
2770	-	$2,37	579,4	u	170,2	m
2769	-	$2,40	575,4	u	169,6	m
2768	-	$2,42	572,8	u	169,2	m
2767	-	$2,45	568,9	u	168,7	m
2766	-	$2,47	566,2	u	168,3	m
2765	-	$2,50	562,3	u	167,7	m
2764	-	$2,52	559,8	u	167,3	m
2763	-	$2,54	557,2	u	166,9	m
2762	-	$2,57	553,4	u	166,3	m
2761	-	$2,59	550,8	u	166,0	m
2760	-	$2,62	547,0	u	165,4	m
2759	-	$2,64	544,5	u	165,0	m
2758	-	$2,67	540,8	u	164,4	m
2757	-	$2,69	538,3	u	164,1	m
2756	-	$2,71	535,8	u	163,7	m
2755	-	$2,74	532,1	u	163,1	m
2754	-	$2,76	529,7	u	162,7	m
2753	-	$2,79	526,0	u	162,2	m
2752	-	$2,81	523,6	u	161,8	m
2751	-	$2,84	520,0	u	161,2	m
2750	-	$2,86	517,6	u	160,9	m
2749	-	$2,89	514,0	u	160,3	m
2748	-	$2,91	511,7	u	160,0	m
2747	-	$2,93	509,3	u	159,6	m
2746	-	$2,96	505,8	u	159,0	m
2745	-	$2,98	503,5	u	158,7	m
2744	-	$3,01	500,0	u	158,1	m
2743	-	$3,03	497,7	u	157,7	m
2742	-	$3,06	494,3	u	157,2	m
2741	-	$3,08	492,0	u	156,8	m
2740	-	$3,11	488,7	u	156,3	m
2739	-	$3,13	486,4	u	155,9	m
2738	-	$3,15	484,2	u	155,6	m
2737	-	$3,18	480,8	u	155,0	m
2736	-	$3,20	478,6	u	154,7	m
2735	-	$3,23	475,3	u	154,2	m
2734	-	$3,25	473,2	u	153,8	m
2733	-	$3,28	469,9	u	153,3	m
2732	-	$3,30	467,7	u	152,9	m
2731	-	$3,33	464,5	u	152,4	m
2730	-	$3,35	462,4	u	152,1	m
2729	-	$3,37	460,3	u	151,7	m
2728	-	$3,40	457,1	u	151,2	m
2727	-	$3,42	455,0	u	150,8	m
2726	-	$3,45	451,9	u	150,3	m
2725	-	$3,47	449,8	u	150,0	m
2724	-	$3,50	446,7	u	149,4	m
2723	-	$3,52	444,6	u	149,1	m
2722	-	$3,54	442,6	u	148,8	m
2721	-	$3,57	439,5	u	148,2	m
2720	-	$3,59	437,5	u	147,9	m
2719	-	$3,62	434,5	u	147,4	m
2718	-	$3,64	432,5	u	147,1	m
2717	-	$3,67	429,5	u	146,5	m
2716	-	$3,69	427,6	u	146,2	m
2715	-	$3,72	424,6	u	145,7	m
2714	-	$3,74	422,7	u	145,4	m
2713	-	$3,76	420,7	u	145,0	m
2712	-	$3,79	417,8	u	144,5	m
2711	-	$3,81	415,9	u	144,2	m
2710	-	$3,84	413,0	u	143,7	m
2709	-	$3,86	411,1	u	143,4	m
2708	-	$3,89	408,3	u	142,9	m
2707	-	$3,91	406,4	u	142,5	m
2706	-	$3,94	403,6	u	142,1	m
2705	-	$3,96	401,8	u	141,7	m
2704	-	$3,98	399,9	u	141,4	m
2703	-	$4,01	397,2	u	140,9	m
2702	-	$4,03	395,4	u	140,6	m
2701	-	$4,06	392,6	u	140,1	m
2700	-	$4,08	390,8	u	139,8	m
2699	-	$4,11	388,2	u	139,3	m
2698	-	$4,13	386,4	u	139,0	m
2697	-	$4,16	383,7	u	138,5	m
2696	-	$4,18	381,9	u	138,2	m
2695	-	$4,20	380,2	u	137,9	m
2694	-	$4,23	377,6	u	137,4	m
2693	-	$4,25	375,8	u	137,1	m
2692	-	$4,28	373,3	u	136,6	m
2691	-	$4,30	371,5	u	136,3	m
2690	-	$4,33	369,0	u	135,8	m
2689	-	$4,35	367,3	u	135,5	m
2688	-	$4,38	364,8	u	135,1	m
2687	-	$4,40	363,1	u	134,7	m
2686	-	$4,42	361,4	u	134,4	m
2685	-	$4,45	358,9	u	134,0	m
2684	-	$4,47	357,3	u	133,7	m
2683	-	$4,50	354,8	u	133,2	m
2682	-	$4,52	353,2	u	132,9	m
2681	-	$4,55	350,8	u	132,4	m
2680	-	$4,57	349,1	u	132,1	m
2679	-	$4,59	347,5	u	131,8	m
2678	-	$4,62	345,1	u	131,4	m
2677	-	$4,64	343,6	u	131,1	m
2676	-	$4,67	341,2	u	130,6	m
2675	-	$4,69	339,6	u	130,3	m
2674	-	$4,72	337,3	u	129,9	m
2673	-	$4,74	335,7	u	129,6	m
2672	-	$4,77	333,4	u	129,1	m
2671	-	$4,79	331,9	u	128,8	m
2670	-	$4,81	330,4	u	128,5	m
2669	-	$4,84	328,1	u	128,1	m
2668	-	$4,86	326,6	u	127,8	m
2667	-	$4,89	324,3	u	127,3	m
2666	-	$4,91	322,8	u	127,0	m
2665	-	$4,94	320,6	u	126,6	m
2664	-	$4,96	319,2	u	126,3	m
2663	-	$4,99	317,0	u	125,9	m
2662	-	$5,01	315,5	u	125,6	m
2661	-	$5,03	314,1	u	125,3	m
2660	-	$5,06	311,9	u	124,9	m
2659	-	$5,08	310,5	u	124,6	m
2658	-	$5,11	308,3	u	124,2	m
2657	-	$5,13	306,9	u	123,9	m
2656	-	$5,16	304,8	u	123,5	m
2655	-	$5,18	303,4	u	123,2	m
2654	-	$5,21	301,3	u	122,7	m
2653	-	$5,23	299,9	u	122,5	m
2652	-	$5,25	298,5	u	122,2	m
2651	-	$5,28	296,5	u	121,8	m
2650	-	$5,30	295,1	u	121,5	m
2649	-	$5,33	293,1	u	121,1	m
2648	-	$5,35	291,7	u	120,8	m
2647	-	$5,38	289,7	u	120,4	m
2646	-	$5,40	288,4	u	120,1	m
2645	-	$5,42	287,1	u	119,8	m
2644	-	$5,45	285,1	u	119,4	m
2643	-	$5,47	283,8	u	119,1	m
2642	-	$5,50	281,8	u	118,7	m
2641	-	$5,52	280,5	u	118,4	m
2640	-	$5,55	278,6	u	118,0	m
2639	-	$5,57	277,3	u	117,7	m
2638	-	$5,60	275,4	u	117,3	m
2637	-	$5,62	274,2	u	117,1	m
2636	-	$5,64	272,9	u	116,8	m
2635	-	$5,67	271,0	u	116,4	m
2634	-	$5,69	269,8	u	116,1	m
2633	-	$5,72	267,9	u	115,7	m
2632	-	$5,74	266,7	u	115,5	m
2631	-	$5,77	264,9	u	115,1	m
2630	-	$5,79	263,6	u	114,8	m
2629	-	$5,82	261,8	u	114,4	m
2628	-	$5,84	260,6	u	114,1	m
2627	-	$5,86	259,4	u	113,9	m
2626	-	$5,89	257,6	u	113,5	m
2625	-	$5,91	256,4	u	113,2	m
2624	-	$5,94	254,7	u	112,8	m
2623	-	$5,96	253,5	u	112,6	m
2622	-	$5,99	251,8	u	112,2	m
2621	-	$6,01	250,6	u	111,9	m
2620	-	$6,04	248,9	u	111,6	m
2619	-	$6,06	247,7	u	111,3	m
2618	-	$6,08	246,6	u	111,0	m
2617	-	$6,11	244,9	u	110,7	m
2616	-	$6,13	243,8	u	110,4	m
2615	-	$6,16	242,1	u	110,0	m
2614	-	$6,18	241,0	u	109,8	m
2613	-	$6,21	239,3	u	109,4	m
2612	-	$6,23	238,2	u	109,1	m
2611	-	$6,25	237,1	u	108,9	m
2610	-	$6,28	235,5	u	108,5	m
2609	-	$6,30	234,4	u	108,3	m
2608	-	$6,33	232,8	u	107,9	m
2607	-	$6,35	231,7	u	107,6	m
2606	-	$6,38	230,1	u	107,3	m
2605	-	$6,40	229,1	u	107,0	m
2604	-	$6,43	227,5	u	106,7	m
2603	-	$6,45	226,5	u	106,4	m
2602	-	$6,47	225,4	u	106,2	m
2601	-	$6,50	223,9	u	105,8	m
2600	-	$6,52	222,8	u	105,5	m
2599	-	$6,55	221,3	u	105,2	m
2598	-	$6,57	220,3	u	105,0	m
2597	-	$6,60	218,8	u	104,6	m
2596	-	$6,62	217,8	u	104,4	m
2595	-	$6,65	216,3	u	104,0	m
2594	-	$6,67	215,3	u	103,8	m
2593	-	$6,69	214,3	u	103,5	m
2592	-	$6,72	212,8	u	103,2	m
2591	-	$6,74	211,8	u	102,9	m
2590	-	$6,77	210,4	u	102,6	m
2589	-	$6,79	209,4	u	102,3	m
2588	-	$6,82	208,0	u	102,0	m
2587	-	$6,84	207,0	u	101,7	m
2586	-	$6,87	205,6	u	101,4	m
2585	-	$6,89	204,6	u	101,1	m
2584	-	$6,91	203,7	u	100,9	m
2583	-	$6,94	202,3	u	100,6	m
2582	-	$6,96	201,4	u	100,3	m
2581	-	$6,99	200,0	u	100,0	m
2580	-	$7,01	199,1	u	99,77	m
2579	-	$7,04	197,7	u	99,42	m
2578	-	$7,06	196,8	u	99,20	m
2577	-	$7,08	195,9	u	98,97	m
2576	-	$7,11	194,5	u	98,62	m
2575	-	$7,13	193,6	u	98,39	m
2574	-	$7,16	192,3	u	98,06	m
2573	-	$7,18	191,4	u	97,83	m
2572	-	$7,21	190,1	u	97,49	m
2571	-	$7,23	189,2	u	97,26	m
2570	-	$7,26	187,9	u	96,93	m
2569	-	$7,28	187,1	u	96,72	m
2568	-	$7,30	186,2	u	96,49	m
2567	-	$7,33	184,9	u	96,15	m
2566	-	$7,35	184,1	u	95,94	m
2565	-	$7,38	182,8	u	95,60	m
2564	-	$7,40	182,0	u	95,39	m
2563	-	$7,43	180,7	u	95,05	m
2562	-	$7,45	179,9	u	94,84	m
2561	-	$7,48	178,6	u	94,50	m
2560	-	$7,50	177,8	u	94,29	m
2559	-	$7,52	177,0	u	94,07	m
2558	-	$7,55	175,8	u	93,75	m
2557	-	$7,57	175,0	u	93,54	m
2556	-	$7,60	173,8	u	93,22	m
2555	-	$7,62	173,0	u	93,01	m
2554	-	$7,65	171,8	u	92,68	m
2553	-	$7,67	171,0	u	92,47	m
2552	-	$7,70	169,8	u	92,14	m
2551	-	$7,72	169,0	u	91,92	m
2550	-	$7,74	168,3	u	91,73	m
2549	-	$7,77	167,1	u	91,41	m
2548	-	$7,79	166,3	u	91,19	m
2547	-	$7,82	165,2	u	90,88	m
2546	-	$7,84	164,4	u	90,66	m
2545	-	$7,87	163,3	u	90,36	m
2544	-	$7,89	162,6	u	90,17	m
2543	-	$7,92	161,4	u	89,83	m
2542	-	$7,94	160,7	u	89,64	m
2541	-	$7,96	160,0	u	89,44	m
2540	-	$7,99	158,9	u	89,13	m
2539	-	$8,01	158,1	u	88,91	m
2538	-	$8,04	157,0	u	88,60	m
2537	-	$8,06	156,3	u	88,40	m
2536	-	$8,09	155,2	u	88,09	m
2535	-	$8,11	154,5	u	87,89	m
2534	-	$8,13	153,8	u	87,69	m
2533	-	$8,16	152,8	u	87,41	m
2532	-	$8,18	152,1	u	87,21	m
2531	-	$8,21	151,0	u	86,89	m
2530	-	$8,23	150,3	u	86,69	m
2529	-	$8,26	149,3	u	86,40	m
2528	-	$8,28	148,6	u	86,20	m
2527	-	$8,31	147,6	u	85,91	m
2526	-	$8,33	146,9	u	85,70	m
2525	-	$8,35	146,2	u	85,50	m
2524	-	$8,38	145,2	u	85,21	m
2523	-	$8,40	144,5	u	85,00	m
2522	-	$8,43	143,5	u	84,71	m
2521	-	$8,45	142,9	u	84,53	m
2520	-	$8,48	141,9	u	84,23	m
2519	-	$8,50	141,3	u	84,05	m
2518	-	$8,53	140,3	u	83,76	m
2517	-	$8,55	139,6	u	83,55	m
2516	-	$8,57	139,0	u	83,37	m
2515	-	$8,60	138,0	u	83,07	m
2514	-	$8,62	137,4	u	82,89	m
2513	-	$8,65	136,5	u	82,61	m
2512	-	$8,67	135,8	u	82,40	m
2511	-	$8,70	134,9	u	82,13	m
2510	-	$8,72	134,3	u	81,95	m
2509	-	$8,75	133,4	u	81,67	m
2508	-	$8,77	132,7	u	81,46	m
2507	-	$8,79	132,1	u	81,27	m
2506	-	$8,82	131,2	u	80,99	m
2505	-	$8,84	130,6	u	80,81	m
2504	-	$8,87	129,7	u	80,53	m
2503	-	$8,89	129,1	u	80,34	m
2502	-	$8,92	128,2	u	80,06	m
2501	-	$8,94	127,6	u	79,87	m
2500	-	$8,96	127,1	u	79,72	m
2499	-	$8,99	126,2	u	79,44	m
2498	-	$9,01	125,6	u	79,25	m
2497	-	$9,04	124,7	u	78,96	m
2496	-	$9,06	124,2	u	78,80	m
2495	-	$9,09	123,3	u	78,52	m
2494	-	$9,11	122,7	u	78,33	m
2493	-	$9,14	121,9	u	78,07	m
2492	-	$9,16	121,3	u	77,88	m
2491	-	$9,18	120,8	u	77,72	m
2490	-	$9,21	119,9	u	77,43	m
2489	-	$9,23	119,4	u	77,27	m
2488	-	$9,26	118,6	u	77,01	m
2487	-	$9,28	118,0	u	76,81	m
2486	-	$9,31	117,2	u	76,55	m
2485	-	$9,33	116,7	u	76,39	m
2484	-	$9,36	115,9	u	76,12	m
2483	-	$9,38	115,3	u	75,93	m
2482	-	$9,40	114,8	u	75,76	m
2481	-	$9,43	114,0	u	75,50	m
2480	-	$9,45	113,5	u	75,33	m
2479	-	$9,48	112,7	u	75,07	m
2478	-	$9,50	112,2	u	74,90	m
2477	-	$9,53	111,4	u	74,63	m
2476	-	$9,55	110,9	u	74,46	m
2475	-	$9,58	110,2	u	74,23	m
2474	-	$9,60	109,6	u	74,03	m
2473	-	$9,62	109,1	u	73,86	m
2472	-	$9,65	108,4	u	73,62	m
2471	-	$9,67	107,9	u	73,45	m
2470	-	$9,70	107,2	u	73,21	m
2469	-	$9,72	106,7	u	73,04	m
2468	-	$9,75	105,9	u	72,77	m
2467	-	$9,77	105,4	u	72,59	m
2466	-	$9,79	105,0	u	72,46	m
2465	-	$9,82	104,2	u	72,18	m
2464	-	$9,84	103,8	u	72,04	m
2463	-	$9,87	103,0	u	71,76	m
2462	-	$9,89	102,6	u	71,62	m
2461	-	$9,92	101,9	u	71,38	m
2460	-	$9,94	101,4	u	71,20	m
2459	-	$9,97	100,7	u	70,96	m
2458	-	$9,99	100,2	u	70,78	m
2457	-	10,01	99,77	u	70,63	m
2456	-	10,04	99,08	u	70,38	m
2455	-	10,06	98,63	u	70,22	m
2454	-	10,09	97,95	u	69,98	m
2453	-	10,11	97,50	u	69,82	m
2452	-	10,14	96,83	u	69,58	m
2451	-	10,16	96,38	u	69,42	m
2450	-	10,19	95,72	u	69,18	m
2449	-	10,21	95,28	u	69,02	m
2448	-	10,23	94,84	u	68,86	m
2447	-	10,26	94,19	u	68,63	m
2446	-	10,28	93,76	u	68,47	m
2445	-	10,31	93,11	u	68,23	m
2444	-	10,33	92,68	u	68,07	m
2443	-	10,36	92,04	u	67,84	m
2442	-	10,38	91,62	u	67,68	m
2441	-	10,41	90,99	u	67,45	m
2440	-	10,43	90,57	u	67,29	m
2439	-	10,45	90,16	u	67,14	m
2438	-	10,48	89,54	u	66,91	m
2437	-	10,50	89,13	u	66,76	m
2436	-	10,53	88,51	u	66,52	m
2435	-	10,55	88,10	u	66,37	m
2434	-	10,58	87,50	u	66,14	m
2433	-	10,60	87,10	u	65,99	m
2432	-	10,63	86,50	u	65,76	m
2431	-	10,65	86,10	u	65,61	m
2430	-	10,67	85,70	u	65,46	m
2429	-	10,70	85,11	u	65,23	m
2428	-	10,72	84,72	u	65,08	m
2427	-	10,75	84,14	u	64,86	m
2426	-	10,77	83,75	u	64,71	m
2425	-	10,80	83,18	u	64,49	m
2424	-	10,82	82,79	u	64,34	m
2423	-	10,84	82,41	u	64,19	m
2422	-	10,87	81,85	u	63,97	m
2421	-	10,89	81,47	u	63,82	m
2420	-	10,92	80,91	u	63,60	m
2419	-	10,94	80,54	u	63,46	m
2418	-	10,97	79,98	u	63,24	m
2417	-	10,99	79,62	u	63,10	m
2416	-	11,02	79,07	u	62,88	m
2415	-	11,04	78,70	u	62,73	m
2414	-	11,06	78,34	u	62,59	m
2413	-	11,09	77,80	u	62,37	m
2412	-	11,11	77,45	u	62,23	m
2411	-	11,14	76,91	u	62,01	m
2410	-	11,16	76,56	u	61,87	m
2409	-	11,19	76,03	u	61,66	m
2408	-	11,21	75,68	u	61,51	m
2407	-	11,24	75,16	u	61,30	m
2406	-	11,26	74,82	u	61,16	m
2405	-	11,28	74,47	u	61,02	m
2404	-	11,31	73,96	u	60,81	m
2403	-	11,33	73,62	u	60,67	m
2402	-	11,36	73,11	u	60,46	m
2401	-	11,38	72,78	u	60,32	m
2400	-	11,41	72,28	u	60,12	m
2399	-	11,43	71,94	u	59,97	m
2398	-	11,46	71,45	u	59,77	m
2397	-	11,48	71,12	u	59,63	m
2396	-	11,50	70,79	u	59,49	m
2395	-	11,53	70,31	u	59,29	m
2394	-	11,55	69,98	u	59,15	m
2393	-	11,58	69,50	u	58,95	m
2392	-	11,60	69,18	u	58,81	m
2391	-	11,63	68,71	u	58,61	m
2390	-	11,65	68,39	u	58,48	m
2389	-	11,67	68,08	u	58,34	m
2388	-	11,70	67,61	u	58,14	m
2387	-	11,72	67,30	u	58,01	m
2386	-	11,75	66,83	u	57,81	m
2385	-	11,77	66,53	u	57,68	m
2384	-	11,80	66,07	u	57,48	m
2383	-	11,82	65,77	u	57,35	m
2382	-	11,85	65,31	u	57,14	m
2381	-	11,87	65,01	u	57,01	m
2380	-	11,89	64,71	u	56,88	m
2379	-	11,92	64,27	u	56,69	m
2378	-	11,94	63,97	u	56,56	m
2377	-	11,97	63,53	u	56,36	m
2376	-	11,99	63,24	u	56,23	m
2375	-	12,02	62,81	u	56,04	m
2374	-	12,04	62,52	u	55,91	m
2373	-	12,07	62,09	u	55,72	m
2372	-	12,09	61,80	u	55,59	m
2371	-	12,11	61,52	u	55,46	m
2370	-	12,14	61,09	u	55,27	m
2369	-	12,16	60,81	u	55,14	m
2368	-	12,19	60,39	u	54,95	m
2367	-	12,21	60,12	u	54,83	m
2366	-	12,24	59,70	u	54,64	m
2365	-	12,26	59,43	u	54,51	m
2364	-	12,29	59,02	u	54,32	m
2363	-	12,31	58,75	u	54,20	m
2362	-	12,33	58,48	u	54,07	m
2361	-	12,36	58,08	u	53,89	m
2360	-	12,38	57,81	u	53,76	m
2359	-	12,41	57,41	u	53,58	m
2358	-	12,43	57,15	u	53,46	m
2357	-	12,46	56,75	u	53,27	m
2356	-	12,48	56,49	u	53,15	m
2355	-	12,50	56,23	u	53,02	m
2354	-	12,53	55,85	u	52,84	m
2353	-	12,55	55,59	u	52,72	m
2352	-	12,58	55,21	u	52,54	m
2351	-	12,60	54,95	u	52,42	m
2350	-	12,63	54,58	u	52,24	m
2349	-	12,65	54,33	u	52,12	m
2348	-	12,68	53,95	u	51,94	m
2347	-	12,70	53,70	u	51,82	m
2346	-	12,72	53,46	u	51,70	m
2345	-	12,75	53,09	u	51,52	m
2344	-	12,77	52,84	u	51,40	m
2343	-	12,80	52,48	u	51,22	m
2342	-	12,82	52,24	u	51,11	m
2341	-	12,85	51,88	u	50,93	m
2340	-	12,87	51,64	u	50,81	m
2339	-	12,90	51,29	u	50,64	m
2338	-	12,92	51,05	u	50,52	m
2337	-	12,94	50,82	u	50,41	m
2336	-	12,97	50,47	u	50,23	m
2335	-	12,99	50,23	u	50,11	m
2334	-	13,02	49,89	u	49,94	m
2333	-	13,04	49,66	u	49,83	m
2332	-	13,07	49,32	u	49,66	m
2331	-	13,09	49,09	u	49,54	m
2330	-	13,12	48,75	u	49,37	m
2329	-	13,14	48,53	u	49,26	m
2328	-	13,16	48,31	u	49,15	m
2327	-	13,19	47,97	u	48,97	m
2326	-	13,21	47,75	u	48,86	m
2325	-	13,24	47,42	u	48,69	m
2324	-	13,26	47,21	u	48,58	m
2323	-	13,29	46,88	u	48,41	m
2322	-	13,31	46,67	u	48,31	m
2321	-	13,33	46,45	u	48,19	m
2320	-	13,36	46,13	u	48,03	m
2319	-	13,38	45,92	u	47,92	m
2318	-	13,41	45,60	u	47,75	m
2317	-	13,43	45,39	u	47,64	m
2316	-	13,46	45,08	u	47,48	m
2315	-	13,48	44,87	u	47,37	m
2314	-	13,51	44,57	u	47,21	m
2313	-	13,53	44,36	u	47,10	m
2312	-	13,55	44,16	u	46,99	m
2311	-	13,58	43,85	u	46,82	m
2310	-	13,60	43,65	u	46,72	m
2309	-	13,63	43,35	u	46,56	m
2308	-	13,65	43,15	u	46,45	m
2307	-	13,68	42,85	u	46,29	m
2306	-	13,70	42,66	u	46,18	m
2305	-	13,73	42,36	u	46,02	m
2304	-	13,75	42,17	u	45,92	m
2303	-	13,77	41,98	u	45,81	m
2302	-	13,80	41,69	u	45,66	m
2301	-	13,82	41,50	u	45,55	m
2300	-	13,85	41,21	u	45,39	m
2299	-	13,87	41,02	u	45,29	m
2298	-	13,90	40,74	u	45,13	m
2297	-	13,92	40,55	u	45,03	m
2296	-	13,95	40,27	u	44,87	m
2295	-	13,97	40,09	u	44,77	m
2294	-	13,99	39,90	u	44,67	m
2293	-	14,02	39,63	u	44,51	m
2292	-	14,04	39,45	u	44,41	m
2291	-	14,07	39,17	u	44,25	m
2290	-	14,09	38,99	u	44,15	m
2289	-	14,12	38,73	u	44,01	m
2288	-	14,14	38,55	u	43,90	m
2287	-	14,17	38,28	u	43,75	m
2286	-	14,19	38,11	u	43,65	m
2285	-	14,21	37,93	u	43,55	m
2284	-	14,24	37,67	u	43,40	m
2283	-	14,26	37,50	u	43,30	m
2282	-	14,29	37,24	u	43,15	m
2281	-	14,31	37,07	u	43,05	m
2280	-	14,34	36,81	u	42,90	m
2279	-	14,36	36,64	u	42,80	m
2278	-	14,38	36,48	u	42,71	m
2277	-	14,41	36,22	u	42,56	m
2276	-	14,43	36,06	u	42,46	m
2275	-	14,46	35,81	u	42,31	m
2274	-	14,48	35,65	u	42,22	m
2273	-	14,51	35,40	u	42,07	m
2272	-	14,53	35,24	u	41,98	m
2271	-	14,56	34,99	u	41,83	m
2270	-	14,58	34,83	u	41,73	m
2269	-	14,60	34,67	u	41,64	m
2268	-	14,63	34,43	u	41,49	m
2267	-	14,65	34,28	u	41,40	m
2266	-	14,68	34,04	u	41,26	m
2265	-	14,70	33,88	u	41,16	m
2264	-	14,73	33,65	u	41,02	m
2263	-	14,75	33,50	u	40,93	m
2262	-	14,78	33,27	u	40,79	m
2261	-	14,80	33,11	u	40,69	m
2260	-	14,82	32,96	u	40,60	m
2259	-	14,85	32,73	u	40,45	m
2258	-	14,87	32,58	u	40,36	m
2257	-	14,90	32,36	u	40,22	m
2256	-	14,92	32,21	u	40,13	m
2255	-	14,95	31,99	u	39,99	m
2254	-	14,97	31,84	u	39,90	m
2253	-	15,00	31,62	u	39,76	m
2252	-	15,02	31,48	u	39,67	m
2251	-	15,04	31,33	u	39,58	m
2250	-	15,07	31,12	u	39,45	m
2249	-	15,09	30,97	u	39,35	m
2248	-	15,12	30,76	u	39,22	m
2247	-	15,14	30,62	u	39,13	m
2246	-	15,17	30,41	u	38,99	m
2245	-	15,19	30,27	u	38,90	m
2244	-	15,21	30,13	u	38,81	m
2243	-	15,24	29,92	u	38,68	m
2242	-	15,26	29,79	u	38,59	m
2241	-	15,29	29,58	u	38,46	m
2240	-	15,31	29,44	u	38,37	m
2239	-	15,34	29,24	u	38,24	m
2238	-	15,36	29,11	u	38,15	m
2237	-	15,39	28,91	u	38,02	m
2236	-	15,41	28,77	u	37,93	m
2235	-	15,43	28,64	u	37,84	m
2234	-	15,46	28,44	u	37,71	m
2233	-	15,48	28,31	u	37,62	m
2232	-	15,51	28,12	u	37,50	m
2231	-	15,53	27,99	u	37,41	m
2230	-	15,56	27,80	u	37,28	m
2229	-	15,58	27,67	u	37,20	m
2228	-	15,61	27,48	u	37,07	m
2227	-	15,63	27,35	u	36,98	m
2226	-	15,65	27,23	u	36,90	m
2225	-	15,68	27,04	u	36,77	m
2224	-	15,70	26,92	u	36,69	m
2223	-	15,73	26,73	u	36,56	m
2222	-	15,75	26,61	u	36,48	m
2221	-	15,78	26,42	u	36,35	m
2220	-	15,80	26,30	u	36,26	m
2219	-	15,83	26,12	u	36,14	m
2218	-	15,85	26,00	u	36,06	m
2217	-	15,87	25,88	u	35,97	m
2216	-	15,90	25,70	u	35,85	m
2215	-	15,92	25,59	u	35,77	m
2214	-	15,95	25,41	u	35,64	m
2213	-	15,97	25,29	u	35,56	m
2212	-	16,00	25,12	u	35,44	m
2211	-	16,02	25,00	u	35,36	m
2210	-	16,04	24,89	u	35,28	m
2209	-	16,07	24,72	u	35,16	m
2208	-	16,09	24,60	u	35,07	m
2207	-	16,12	24,43	u	34,95	m
2206	-	16,14	24,32	u	34,87	m
2205	-	16,17	24,15	u	34,75	m
2204	-	16,19	24,04	u	34,67	m
2203	-	16,22	23,88	u	34,55	m
2202	-	16,24	23,77	u	34,47	m
2201	-	16,26	23,66	u	34,39	m
2200	-	16,29	23,50	u	34,28	m
2199	-	16,31	23,39	u	34,20	m
2198	-	16,34	23,23	u	34,08	m
2197	-	16,36	23,12	u	34,00	m
2196	-	16,39	22,96	u	33,88	m
2195	-	16,41	22,86	u	33,81	m
2194	-	16,44	22,70	u	33,69	m
2193	-	16,46	22,59	u	33,61	m
2192	-	16,48	22,49	u	33,53	m
2191	-	16,51	22,34	u	33,42	m
2190	-	16,53	22,23	u	33,34	m
2189	-	16,56	22,08	u	33,23	m
2188	-	16,58	21,98	u	33,15	m
2187	-	16,61	21,83	u	33,04	m
2186	-	16,63	21,73	u	32,96	m
2185	-	16,66	21,58	u	32,85	m
2184	-	16,68	21,48	u	32,77	m
2183	-	16,70	21,38	u	32,70	m
2182	-	16,73	21,23	u	32,58	m
2181	-	16,75	21,13	u	32,50	m
2180	-	16,78	20,99	u	32,40	m
2179	-	16,80	20,89	u	32,32	m
2178	-	16,83	20,75	u	32,21	m
2177	-	16,85	20,65	u	32,13	m
2176	-	16,88	20,51	u	32,02	m
2175	-	16,90	20,42	u	31,95	m
2174	-	16,92	20,32	u	31,87	m
2173	-	16,95	20,18	u	31,76	m
2172	-	16,97	20,09	u	31,69	m
2171	-	17,00	19,95	u	31,58	m
2170	-	17,02	19,86	u	31,51	m
2169	-	17,05	19,72	u	31,40	m
2168	-	17,07	19,63	u	31,33	m
2167	-	17,09	19,54	u	31,26	m
2166	-	17,12	19,41	u	31,15	m
2165	-	17,14	19,32	u	31,08	m
2164	-	17,17	19,19	u	30,98	m
2163	-	17,19	19,10	u	30,90	m
2162	-	17,22	18,97	u	30,80	m
2161	-	17,24	18,88	u	30,72	m
2160	-	17,27	18,75	u	30,62	m
