This textfile must keep the line/row format.
Although the data in the table can be changed, but
the number of character for each row be the same.

2x16 characters display.
x-below will represent the data from table below.

 P O W E R :   x x x x x x d B m
 x x x x x x W   x x x x x x V

"$" character will be equal to space.
AD  	Sign	PdB	W		V	
2820	-	21,15	7,674	u	19,59	m
2819	-	21,18	7,621	u	19,52	m
2818	-	21,20	7,586	u	19,48	m
2817	-	21,23	7,534	u	19,41	m
2816	-	21,25	7,499	u	19,36	m
2815	-	21,27	7,464	u	19,32	m
2814	-	21,30	7,413	u	19,25	m
2813	-	21,32	7,379	u	19,21	m
2812	-	21,35	7,328	u	19,14	m
2811	-	21,37	7,295	u	19,10	m
2810	-	21,40	7,244	u	19,03	m
2809	-	21,42	7,211	u	18,99	m
2808	-	21,45	7,161	u	18,92	m
2807	-	21,47	7,129	u	18,88	m
2806	-	21,49	7,096	u	18,84	m
2805	-	21,52	7,047	u	18,77	m
2804	-	21,54	7,015	u	18,73	m
2803	-	21,57	6,966	u	18,66	m
2802	-	21,59	6,934	u	18,62	m
2801	-	21,62	6,887	u	18,56	m
2800	-	21,64	6,855	u	18,51	m
2799	-	21,67	6,808	u	18,45	m
2798	-	21,69	6,776	u	18,41	m
2797	-	21,71	6,745	u	18,36	m
2796	-	21,74	6,699	u	18,30	m
2795	-	21,76	6,668	u	18,26	m
2794	-	21,79	6,622	u	18,20	m
2793	-	21,81	6,592	u	18,15	m
2792	-	21,84	6,546	u	18,09	m
2791	-	21,86	6,516	u	18,05	m
2790	-	21,88	6,486	u	18,01	m
2789	-	21,91	6,442	u	17,95	m
2788	-	21,93	6,412	u	17,91	m
2787	-	21,96	6,368	u	17,84	m
2786	-	21,98	6,339	u	17,80	m
2785	-	22,01	6,295	u	17,74	m
2784	-	22,03	6,266	u	17,70	m
2783	-	22,06	6,223	u	17,64	m
2782	-	22,08	6,194	u	17,60	m
2781	-	22,10	6,166	u	17,56	m
2780	-	22,13	6,124	u	17,50	m
2779	-	22,15	6,095	u	17,46	m
2778	-	22,18	6,053	u	17,40	m
2777	-	22,20	6,026	u	17,36	m
2776	-	22,23	5,984	u	17,30	m
2775	-	22,25	5,957	u	17,26	m
2774	-	22,28	5,916	u	17,20	m
2773	-	22,30	5,888	u	17,16	m
2772	-	22,32	5,861	u	17,12	m
2771	-	22,35	5,821	u	17,06	m
2770	-	22,37	5,794	u	17,02	m
2769	-	22,40	5,754	u	16,96	m
2768	-	22,42	5,728	u	16,92	m
2767	-	22,45	5,689	u	16,87	m
2766	-	22,47	5,662	u	16,83	m
2765	-	22,50	5,623	u	16,77	m
2764	-	22,52	5,598	u	16,73	m
2763	-	22,54	5,572	u	16,69	m
2762	-	22,57	5,534	u	16,63	m
2761	-	22,59	5,508	u	16,60	m
2760	-	22,62	5,470	u	16,54	m
2759	-	22,64	5,445	u	16,50	m
2758	-	22,67	5,408	u	16,44	m
2757	-	22,69	5,383	u	16,41	m
2756	-	22,71	5,358	u	16,37	m
2755	-	22,74	5,321	u	16,31	m
2754	-	22,76	5,297	u	16,27	m
2753	-	22,79	5,260	u	16,22	m
2752	-	22,81	5,236	u	16,18	m
2751	-	22,84	5,200	u	16,12	m
2750	-	22,86	5,176	u	16,09	m
2749	-	22,89	5,140	u	16,03	m
2748	-	22,91	5,117	u	16,00	m
2747	-	22,93	5,093	u	15,96	m
2746	-	22,96	5,058	u	15,90	m
2745	-	22,98	5,035	u	15,87	m
2744	-	23,01	5,000	u	15,81	m
2743	-	23,03	4,977	u	15,77	m
2742	-	23,06	4,943	u	15,72	m
2741	-	23,08	4,920	u	15,68	m
2740	-	23,11	4,887	u	15,63	m
2739	-	23,13	4,864	u	15,59	m
2738	-	23,15	4,842	u	15,56	m
2737	-	23,18	4,808	u	15,50	m
2736	-	23,20	4,786	u	15,47	m
2735	-	23,23	4,753	u	15,42	m
2734	-	23,25	4,732	u	15,38	m
2733	-	23,28	4,699	u	15,33	m
2732	-	23,30	4,677	u	15,29	m
2731	-	23,33	4,645	u	15,24	m
2730	-	23,35	4,624	u	15,21	m
2729	-	23,37	4,603	u	15,17	m
2728	-	23,40	4,571	u	15,12	m
2727	-	23,42	4,550	u	15,08	m
2726	-	23,45	4,519	u	15,03	m
2725	-	23,47	4,498	u	15,00	m
2724	-	23,50	4,467	u	14,94	m
2723	-	23,52	4,446	u	14,91	m
2722	-	23,54	4,426	u	14,88	m
2721	-	23,57	4,395	u	14,82	m
2720	-	23,59	4,375	u	14,79	m
2719	-	23,62	4,345	u	14,74	m
2718	-	23,64	4,325	u	14,71	m
2717	-	23,67	4,295	u	14,65	m
2716	-	23,69	4,276	u	14,62	m
2715	-	23,72	4,246	u	14,57	m
2714	-	23,74	4,227	u	14,54	m
2713	-	23,76	4,207	u	14,50	m
2712	-	23,79	4,178	u	14,45	m
2711	-	23,81	4,159	u	14,42	m
2710	-	23,84	4,130	u	14,37	m
2709	-	23,86	4,111	u	14,34	m
2708	-	23,89	4,083	u	14,29	m
2707	-	23,91	4,064	u	14,25	m
2706	-	23,94	4,036	u	14,21	m
2705	-	23,96	4,018	u	14,17	m
2704	-	23,98	3,999	u	14,14	m
2703	-	24,01	3,972	u	14,09	m
2702	-	24,03	3,954	u	14,06	m
2701	-	24,06	3,926	u	14,01	m
2700	-	24,08	3,908	u	13,98	m
2699	-	24,11	3,882	u	13,93	m
2698	-	24,13	3,864	u	13,90	m
2697	-	24,16	3,837	u	13,85	m
2696	-	24,18	3,819	u	13,82	m
2695	-	24,20	3,802	u	13,79	m
2694	-	24,23	3,776	u	13,74	m
2693	-	24,25	3,758	u	13,71	m
2692	-	24,28	3,733	u	13,66	m
2691	-	24,03	3,715	u	13,63	m
2690	-	24,33	3,690	u	13,58	m
2689	-	24,35	3,673	u	13,55	m
2688	-	24,38	3,648	u	13,51	m
2687	-	24,40	3,631	u	13,47	m
2686	-	24,42	3,614	u	13,44	m
2685	-	24,45	3,589	u	13,40	m
2684	-	24,47	3,573	u	13,37	m
2683	-	24,50	3,548	u	13,32	m
2682	-	24,52	3,532	u	13,29	m
2681	-	24,55	3,508	u	13,24	m
2680	-	24,57	3,491	u	13,21	m
2679	-	24,59	3,475	u	13,18	m
2678	-	24,62	3,451	u	13,14	m
2677	-	24,64	3,436	u	13,11	m
2676	-	24,67	3,412	u	13,06	m
2675	-	24,69	3,396	u	13,03	m
2674	-	24,72	3,373	u	12,99	m
2673	-	24,74	3,357	u	12,96	m
2672	-	24,77	3,334	u	12,91	m
2671	-	24,79	3,319	u	12,88	m
2670	-	24,81	3,304	u	12,85	m
2669	-	24,84	3,281	u	12,81	m
2668	-	24,86	3,266	u	12,78	m
2667	-	24,89	3,243	u	12,73	m
2666	-	24,91	3,228	u	12,70	m
2665	-	24,94	3,206	u	12,66	m
2664	-	24,96	3,192	u	12,63	m
2663	-	24,99	3,170	u	12,59	m
2662	-	25,01	3,155	u	12,56	m
2661	-	25,03	3,141	u	12,53	m
2660	-	25,06	3,119	u	12,49	m
2659	-	25,08	3,105	u	12,46	m
2658	-	25,11	3,083	u	12,42	m
2657	-	25,13	3,069	u	12,39	m
2656	-	25,16	3,048	u	12,35	m
2655	-	25,18	3,034	u	12,32	m
2654	-	25,21	3,013	u	12,27	m
2653	-	25,23	2,999	u	12,25	m
2652	-	25,25	2,985	u	12,22	m
2651	-	25,28	2,965	u	12,18	m
2650	-	25,30	2,951	u	12,15	m
2649	-	25,33	2,931	u	12,11	m
2648	-	25,35	2,917	u	12,08	m
2647	-	25,38	2,897	u	12,04	m
2646	-	25,40	2,884	u	12,01	m
2645	-	25,42	2,871	u	11,98	m
2644	-	25,45	2,851	u	11,94	m
2643	-	25,47	2,838	u	11,91	m
2642	-	25,50	2,818	u	11,87	m
2641	-	25,52	2,805	u	11,84	m
2640	-	25,55	2,786	u	11,80	m
2639	-	25,57	2,773	u	11,77	m
2638	-	25,60	2,754	u	11,73	m
2637	-	25,62	2,742	u	11,71	m
2636	-	25,64	2,729	u	11,68	m
2635	-	25,67	2,710	u	11,64	m
2634	-	25,69	2,698	u	11,61	m
2633	-	25,72	2,679	u	11,57	m
2632	-	25,74	2,667	u	11,55	m
2631	-	25,77	2,649	u	11,51	m
2630	-	25,79	2,636	u	11,48	m
2629	-	25,82	2,618	u	11,44	m
2628	-	25,84	2,606	u	11,41	m
2627	-	25,86	2,594	u	11,39	m
2626	-	25,89	2,576	u	11,35	m
2625	-	25,91	2,564	u	11,32	m
2624	-	25,94	2,547	u	11,28	m
2623	-	25,96	2,535	u	11,26	m
2622	-	25,99	2,518	u	11,22	m
2621	-	26,01	2,506	u	11,19	m
2620	-	26,04	2,489	u	11,16	m
2619	-	26,06	2,477	u	11,13	m
2618	-	26,08	2,466	u	11,10	m
2617	-	26,11	2,449	u	11,07	m
2616	-	26,13	2,438	u	11,04	m
2615	-	26,16	2,421	u	11,00	m
2614	-	26,18	2,410	u	10,98	m
2613	-	26,21	2,393	u	10,94	m
2612	-	26,23	2,382	u	10,91	m
2611	-	26,25	2,371	u	10,89	m
2610	-	26,28	2,355	u	10,85	m
2609	-	26,30	2,344	u	10,83	m
2608	-	26,33	2,328	u	10,79	m
2607	-	26,35	2,317	u	10,76	m
2606	-	26,38	2,301	u	10,73	m
2605	-	26,40	2,291	u	10,70	m
2604	-	26,43	2,275	u	10,67	m
2603	-	26,45	2,265	u	10,64	m
2602	-	26,47	2,254	u	10,62	m
2601	-	26,50	2,239	u	10,58	m
2600	-	26,52	2,228	u	10,55	m
2599	-	26,55	2,213	u	10,52	m
2598	-	26,57	2,203	u	10,50	m
2597	-	26,60	2,188	u	10,46	m
2596	-	26,62	2,178	u	10,44	m
2595	-	26,65	2,163	u	10,40	m
2594	-	26,67	2,153	u	10,38	m
2593	-	26,69	2,143	u	10,35	m
2592	-	26,72	2,128	u	10,32	m
2591	-	26,74	2,118	u	10,29	m
2590	-	26,77	2,104	u	10,26	m
2589	-	26,79	2,094	u	10,23	m
2588	-	26,82	2,080	u	10,20	m
2587	-	26,84	2,070	u	10,17	m
2586	-	26,87	2,056	u	10,14	m
2585	-	26,89	2,046	u	10,11	m
2584	-	26,91	2,037	u	10,09	m
2583	-	26,94	2,023	u	10,06	m
2582	-	26,96	2,014	u	10,03	m
2581	-	26,99	2,000	u	10,00	m
2580	-	27,01	1,991	u	9,977	m
2579	-	27,04	1,977	u	9,942	m
2578	-	27,06	1,968	u	9,920	m
2577	-	27,08	1,959	u	9,897	m
2576	-	27,11	1,945	u	9,862	m
2575	-	27,13	1,936	u	9,839	m
2574	-	27,16	1,923	u	9,806	m
2573	-	27,18	1,914	u	9,783	m
2572	-	27,21	1,901	u	9,749	m
2571	-	27,23	1,892	u	9,726	m
2570	-	27,26	1,879	u	9,693	m
2569	-	27,28	1,871	u	9,672	m
2568	-	27,30	1,862	u	9,649	m
2567	-	27,33	1,849	u	9,615	m
2566	-	27,35	1,841	u	9,594	m
2565	-	27,38	1,828	u	9,560	m
2564	-	27,40	1,820	u	9,539	m
2563	-	27,43	1,807	u	9,505	m
2562	-	27,45	1,799	u	9,484	m
2561	-	27,48	1,786	u	9,450	m
2560	-	27,50	1,778	u	9,429	m
2559	-	27,52	1,770	u	9,407	m
2558	-	27,55	1,758	u	9,375	m
2557	-	27,57	1,750	u	9,354	m
2556	-	27,60	1,738	u	9,322	m
2555	-	27,62	1,730	u	9,301	m
2554	-	27,65	1,718	u	9,268	m
2553	-	27,67	1,710	u	9,247	m
2552	-	27,70	1,698	u	9,214	m
2551	-	27,72	1,690	u	9,192	m
2550	-	27,74	1,683	u	9,173	m
2549	-	27,77	1,671	u	9,141	m
2548	-	27,79	1,663	u	9,119	m
2547	-	27,82	1,652	u	9,088	m
2546	-	27,84	1,644	u	9,066	m
2545	-	27,87	1,633	u	9,036	m
2544	-	27,89	1,626	u	9,017	m
2543	-	27,92	1,614	u	8,983	m
2542	-	27,94	1,607	u	8,964	m
2541	-	27,96	1,600	u	8,944	m
2540	-	27,99	1,589	u	8,913	m
2539	-	28,01	1,581	u	8,891	m
2538	-	28,04	1,570	u	8,860	m
2537	-	28,06	1,563	u	8,840	m
2536	-	28,09	1,552	u	8,809	m
2535	-	28,11	1,545	u	8,789	m
2534	-	28,13	1,538	u	8,769	m
2533	-	28,16	1,528	u	8,741	m
2532	-	28,18	1,521	u	8,721	m
2531	-	28,21	1,510	u	8,689	m
2530	-	28,23	1,503	u	8,669	m
2529	-	28,26	1,493	u	8,640	m
2528	-	28,28	1,486	u	8,620	m
2527	-	28,31	1,476	u	8,591	m
2526	-	28,33	1,469	u	8,570	m
2525	-	28,35	1,462	u	8,550	m
2524	-	28,38	1,452	u	8,521	m
2523	-	28,40	1,445	u	8,500	m
2522	-	28,43	1,435	u	8,471	m
2521	-	28,45	1,429	u	8,453	m
2520	-	28,48	1,419	u	8,423	m
2519	-	28,50	1,413	u	8,405	m
2518	-	28,53	1,403	u	8,376	m
2517	-	28,55	1,396	u	8,355	m
2516	-	28,57	1,390	u	8,337	m
2515	-	28,60	1,380	u	8,307	m
2514	-	28,62	1,374	u	8,289	m
2513	-	28,65	1,365	u	8,261	m
2512	-	28,67	1,358	u	8,240	m
2511	-	28,70	1,349	u	8,213	m
2510	-	28,72	1,343	u	8,195	m
2509	-	28,75	1,334	u	8,167	m
2508	-	28,77	1,327	u	8,146	m
2507	-	28,79	1,321	u	8,127	m
2506	-	28,82	1,312	u	8,099	m
2505	-	28,84	1,306	u	8,081	m
2504	-	28,87	1,297	u	8,053	m
2503	-	28,89	1,291	u	8,034	m
2502	-	28,92	1,282	u	8,006	m
2501	-	28,94	1,276	u	7,987	m
2500	-	28,96	1,271	u	7,972	m
2499	-	28,99	1,262	u	7,944	m
2498	-	29,01	1,256	u	7,925	m
2497	-	29,04	1,247	u	7,896	m
2496	-	29,06	1,242	u	7,880	m
2495	-	29,09	1,233	u	7,852	m
2494	-	29,11	1,227	u	7,833	m
2493	-	29,14	1,219	u	7,807	m
2492	-	29,16	1,213	u	7,788	m
2491	-	29,18	1,208	u	7,772	m
2490	-	29,21	1,199	u	7,743	m
2489	-	29,23	1,194	u	7,727	m
2488	-	29,26	1,186	u	7,701	m
2487	-	29,28	1,180	u	7,681	m
2486	-	29,31	1,172	u	7,655	m
2485	-	29,33	1,167	u	7,639	m
2484	-	29,36	1,159	u	7,612	m
2483	-	29,38	1,153	u	7,593	m
2482	-	29,40	1,148	u	7,576	m
2481	-	29,43	1,140	u	7,550	m
2480	-	29,45	1,135	u	7,533	m
2479	-	29,48	1,127	u	7,507	m
2478	-	29,50	1,122	u	7,490	m
2477	-	29,53	1,114	u	7,463	m
2476	-	29,55	1,109	u	7,446	m
2475	-	29,58	1,102	u	7,423	m
2474	-	29,60	1,096	u	7,403	m
2473	-	29,62	1,091	u	7,386	m
2472	-	29,65	1,084	u	7,362	m
2471	-	29,67	1,079	u	7,345	m
2470	-	29,70	1,072	u	7,321	m
2469	-	29,72	1,067	u	7,304	m
2468	-	29,75	1,059	u	7,277	m
2467	-	29,77	1,054	u	7,259	m
2466	-	29,79	1,050	u	7,246	m
2465	-	29,82	1,042	u	7,218	m
2464	-	29,84	1,038	u	7,204	m
2463	-	29,87	1,030	u	7,176	m
2462	-	29,89	1,026	u	7,162	m
2461	-	29,92	1,019	u	7,138	m
2460	-	29,94	1,014	u	7,120	m
2459	-	29,97	1,007	u	7,096	m
2458	-	29,99	1,002	u	7,078	m
2457	-	30,01	997,7	n	7,063	m
2456	-	30,04	990,8	n	7,038	m
2455	-	30,06	986,3	n	7,022	m
2454	-	30,09	979,5	n	6,998	m
2453	-	30,11	975,0	n	6,982	m
2452	-	30,14	968,3	n	6,958	m
2451	-	30,16	963,8	n	6,942	m
2450	-	30,19	957,2	n	6,918	m
2449	-	30,21	952,8	n	6,902	m
2448	-	30,23	948,4	n	6,886	m
2447	-	30,26	941,9	n	6,863	m
2446	-	30,28	937,6	n	6,847	m
2445	-	30,31	931,1	n	6,823	m
2444	-	30,33	926,8	n	6,807	m
2443	-	30,36	920,4	n	6,784	m
2442	-	30,38	916,2	n	6,768	m
2441	-	30,41	909,9	n	6,745	m
2440	-	30,43	905,7	n	6,729	m
2439	-	30,45	901,6	n	6,714	m
2438	-	30,48	895,4	n	6,691	m
2437	-	30,50	891,3	n	6,676	m
2436	-	30,53	885,1	n	6,652	m
2435	-	30,55	881,0	n	6,637	m
2434	-	30,58	875,0	n	6,614	m
2433	-	30,60	871,0	n	6,599	m
2432	-	30,63	865,0	n	6,576	m
2431	-	30,65	861,0	n	6,561	m
2430	-	30,67	857,0	n	6,546	m
2429	-	30,70	851,1	n	6,523	m
2428	-	30,72	847,2	n	6,508	m
2427	-	30,75	841,4	n	6,486	m
2426	-	30,77	837,5	n	6,471	m
2425	-	30,80	831,8	n	6,449	m
2424	-	30,82	827,9	n	6,434	m
2423	-	30,84	824,1	n	6,419	m
2422	-	30,87	818,5	n	6,397	m
2421	-	30,89	814,7	n	6,382	m
2420	-	30,92	809,1	n	6,360	m
2419	-	30,94	805,4	n	6,346	m
2418	-	30,97	799,8	n	6,324	m
2417	-	30,99	796,2	n	6,310	m
2416	-	31,02	790,7	n	6,288	m
2415	-	31,04	787,0	n	6,273	m
2414	-	31,06	783,4	n	6,259	m
2413	-	31,09	778,0	n	6,237	m
2412	-	31,11	774,5	n	6,223	m
2411	-	31,14	769,1	n	6,201	m
2410	-	31,16	765,6	n	6,187	m
2409	-	31,19	760,3	n	6,166	m
2408	-	31,21	756,8	n	6,151	m
2407	-	31,24	751,6	n	6,130	m
2406	-	31,26	748,2	n	6,116	m
2405	-	31,28	744,7	n	6,102	m
2404	-	31,31	739,6	n	6,081	m
2403	-	31,33	736,2	n	6,067	m
2402	-	31,36	731,1	n	6,046	m
2401	-	31,38	727,8	n	6,032	m
2400	-	31,41	722,8	n	6,012	m
2399	-	31,43	719,4	n	5,997	m
2398	-	31,46	714,5	n	5,977	m
2397	-	31,48	711,2	n	5,963	m
2396	-	31,50	707,9	n	5,949	m
2395	-	31,53	703,1	n	5,929	m
2394	-	31,55	699,8	n	5,915	m
2393	-	31,58	695,0	n	5,895	m
2392	-	31,60	691,8	n	5,881	m
2391	-	31,63	687,1	n	5,861	m
2390	-	31,65	683,9	n	5,848	m
2389	-	31,67	680,8	n	5,834	m
2388	-	31,70	676,1	n	5,814	m
2387	-	31,72	673,0	n	5,801	m
2386	-	31,75	668,3	n	5,781	m
2385	-	31,77	665,3	n	5,768	m
2384	-	31,80	660,7	n	5,748	m
2383	-	31,82	657,7	n	5,735	m
2382	-	31,85	653,1	n	5,714	m
2381	-	31,87	650,1	n	5,701	m
2380	-	31,89	647,1	n	5,688	m
2379	-	31,92	642,7	n	5,669	m
2378	-	31,94	639,7	n	5,656	m
2377	-	31,97	635,3	n	5,636	m
2376	-	31,99	632,4	n	5,623	m
2375	-	32,02	628,1	n	5,604	m
2374	-	32,04	625,2	n	5,591	m
2373	-	32,07	620,9	n	5,572	m
2372	-	32,09	618,0	n	5,559	m
2371	-	32,11	615,2	n	5,546	m
2370	-	32,14	610,9	n	5,527	m
2369	-	32,16	608,1	n	5,514	m
2368	-	32,19	603,9	n	5,495	m
2367	-	32,21	601,2	n	5,483	m
2366	-	32,24	597,0	n	5,464	m
2365	-	32,26	594,3	n	5,451	m
2364	-	32,29	590,2	n	5,432	m
2363	-	32,31	587,5	n	5,420	m
2362	-	32,33	584,8	n	5,407	m
2361	-	32,36	580,8	n	5,389	m
2360	-	32,38	578,1	n	5,376	m
2359	-	32,41	574,1	n	5,358	m
2358	-	32,43	571,5	n	5,346	m
2357	-	32,46	567,5	n	5,327	m
2356	-	32,48	564,9	n	5,315	m
2355	-	32,50	562,3	n	5,302	m
2354	-	32,53	558,5	n	5,284	m
2353	-	32,55	555,9	n	5,272	m
2352	-	32,58	552,1	n	5,254	m
2351	-	32,60	549,5	n	5,242	m
2350	-	32,63	545,8	n	5,224	m
2349	-	32,65	543,3	n	5,212	m
2348	-	32,68	539,5	n	5,194	m
2347	-	32,70	537,0	n	5,182	m
2346	-	32,72	534,6	n	5,170	m
2345	-	32,75	530,9	n	5,152	m
2344	-	32,77	528,4	n	5,140	m
2343	-	32,80	524,8	n	5,122	m
2342	-	32,82	522,4	n	5,111	m
2341	-	32,85	518,8	n	5,093	m
2340	-	32,87	516,4	n	5,081	m
2339	-	32,90	512,9	n	5,064	m
2338	-	32,92	510,5	n	5,052	m
2337	-	32,94	508,2	n	5,041	m
2336	-	32,97	504,7	n	5,023	m
2335	-	32,99	502,3	n	5,011	m
2334	-	33,02	498,9	n	4,994	m
2333	-	33,04	496,6	n	4,983	m
2332	-	33,07	493,2	n	4,966	m
2331	-	33,09	490,9	n	4,954	m
2330	-	33,12	487,5	n	4,937	m
2329	-	33,14	485,3	n	4,926	m
2328	-	33,16	483,1	n	4,915	m
2327	-	33,19	479,7	n	4,897	m
2326	-	33,21	477,5	n	4,886	m
2325	-	33,24	474,2	n	4,869	m
2324	-	33,26	472,1	n	4,858	m
2323	-	33,29	468,8	n	4,841	m
2322	-	33,31	466,7	n	4,831	m
2321	-	33,33	464,5	n	4,819	m
2320	-	33,36	461,3	n	4,803	m
2319	-	33,38	459,2	n	4,792	m
2318	-	33,41	456,0	n	4,775	m
2317	-	33,43	453,9	n	4,764	m
2316	-	33,46	450,8	n	4,748	m
2315	-	33,48	448,7	n	4,737	m
2314	-	33,51	445,7	n	4,721	m
2313	-	33,53	443,6	n	4,710	m
2312	-	33,55	441,6	n	4,699	m
2311	-	33,58	438,5	n	4,682	m
2310	-	33,60	436,5	n	4,672	m
2309	-	33,63	433,5	n	4,656	m
2308	-	33,65	431,5	n	4,645	m
2307	-	33,68	428,5	n	4,629	m
2306	-	33,70	426,6	n	4,618	m
2305	-	33,73	423,6	n	4,602	m
2304	-	33,75	421,7	n	4,592	m
2303	-	33,77	419,8	n	4,581	m
2302	-	33,80	416,9	n	4,566	m
2301	-	33,82	415,0	n	4,555	m
2300	-	33,85	412,1	n	4,539	m
2299	-	33,87	410,2	n	4,529	m
2298	-	33,90	407,4	n	4,513	m
2297	-	33,92	405,5	n	4,503	m
2296	-	33,95	402,7	n	4,487	m
2295	-	33,97	400,9	n	4,477	m
2294	-	33,99	399,0	n	4,467	m
2293	-	34,02	396,3	n	4,451	m
2292	-	34,04	394,5	n	4,441	m
2291	-	34,07	391,7	n	4,425	m
2290	-	34,09	389,9	n	4,415	m
2289	-	34,12	387,3	n	4,401	m
2288	-	34,14	385,5	n	4,390	m
2287	-	34,17	382,8	n	4,375	m
2286	-	34,19	381,1	n	4,365	m
2285	-	34,21	379,3	n	4,355	m
2284	-	34,24	376,7	n	4,340	m
2283	-	34,26	375,0	n	4,330	m
2282	-	34,29	372,4	n	4,315	m
2281	-	34,31	370,7	n	4,305	m
2280	-	34,34	368,1	n	4,290	m
2279	-	34,36	366,4	n	4,280	m
2278	-	34,38	364,8	n	4,271	m
2277	-	34,41	362,2	n	4,256	m
2276	-	34,43	360,6	n	4,246	m
2275	-	34,46	358,1	n	4,231	m
2274	-	34,48	356,5	n	4,222	m
2273	-	34,51	354,0	n	4,207	m
2272	-	34,53	352,4	n	4,198	m
2271	-	34,56	349,9	n	4,183	m
2270	-	34,58	348,3	n	4,173	m
2269	-	34,60	346,7	n	4,164	m
2268	-	34,63	344,3	n	4,149	m
2267	-	34,65	342,8	n	4,140	m
2266	-	34,68	340,4	n	4,126	m
2265	-	34,70	338,8	n	4,116	m
2264	-	34,73	336,5	n	4,102	m
2263	-	34,75	335,0	n	4,093	m
2262	-	34,78	332,7	n	4,079	m
2261	-	34,80	331,1	n	4,069	m
2260	-	34,82	329,6	n	4,060	m
2259	-	34,85	327,3	n	4,045	m
2258	-	34,87	325,8	n	4,036	m
2257	-	34,90	323,6	n	4,022	m
2256	-	34,92	322,1	n	4,013	m
2255	-	34,95	319,9	n	3,999	m
2254	-	34,97	318,4	n	3,990	m
2253	-	35,00	316,2	n	3,976	m
2252	-	35,02	314,8	n	3,967	m
2251	-	35,04	313,3	n	3,958	m
2250	-	35,07	311,2	n	3,945	m
2249	-	35,09	309,7	n	3,935	m
2248	-	35,12	307,6	n	3,922	m
2247	-	35,14	306,2	n	3,913	m
2246	-	35,17	304,1	n	3,899	m
2245	-	35,19	302,7	n	3,890	m
2244	-	35,21	301,3	n	3,881	m
2243	-	35,24	299,2	n	3,868	m
2242	-	35,26	297,9	n	3,859	m
2241	-	35,29	295,8	n	3,846	m
2240	-	35,31	294,4	n	3,837	m
2239	-	35,34	292,4	n	3,824	m
2238	-	35,36	291,1	n	3,815	m
2237	-	35,39	289,1	n	3,802	m
2236	-	35,41	287,7	n	3,793	m
2235	-	35,43	286,4	n	3,784	m
2234	-	35,46	284,4	n	3,771	m
2233	-	35,48	283,1	n	3,762	m
2232	-	35,51	281,2	n	3,750	m
2231	-	35,53	279,9	n	3,741	m
2230	-	35,56	278,0	n	3,728	m
2229	-	35,58	276,7	n	3,720	m
2228	-	35,61	274,8	n	3,707	m
2227	-	35,63	273,5	n	3,698	m
2226	-	35,65	272,3	n	3,690	m
2225	-	35,68	270,4	n	3,677	m
2224	-	35,70	269,2	n	3,669	m
2223	-	35,73	267,3	n	3,656	m
2222	-	35,75	266,1	n	3,648	m
2221	-	35,78	264,2	n	3,635	m
2220	-	35,80	263,0	n	3,626	m
2219	-	35,83	261,2	n	3,614	m
2218	-	35,85	260,0	n	3,606	m
2217	-	35,87	258,8	n	3,597	m
2216	-	35,90	257,0	n	3,585	m
2215	-	35,92	255,9	n	3,577	m
2214	-	35,95	254,1	n	3,564	m
2213	-	35,97	252,9	n	3,556	m
2212	-	36,00	251,2	n	3,544	m
2211	-	36,02	250,0	n	3,536	m
2210	-	36,04	248,9	n	3,528	m
2209	-	36,07	247,2	n	3,516	m
2208	-	36,09	246,0	n	3,507	m
2207	-	36,12	244,3	n	3,495	m
2206	-	36,14	243,2	n	3,487	m
2205	-	36,17	241,5	n	3,475	m
2204	-	36,19	240,4	n	3,467	m
2203	-	36,22	238,8	n	3,455	m
2202	-	36,24	237,7	n	3,447	m
2201	-	36,26	236,6	n	3,439	m
2200	-	36,29	235,0	n	3,428	m
2199	-	36,31	233,9	n	3,420	m
2198	-	36,34	232,3	n	3,408	m
2197	-	36,36	231,2	n	3,400	m
2196	-	36,39	229,6	n	3,388	m
2195	-	36,41	228,6	n	3,381	m
2194	-	36,44	227,0	n	3,369	m
2193	-	36,46	225,9	n	3,361	m
2192	-	36,48	224,9	n	3,353	m
2191	-	36,51	223,4	n	3,342	m
2190	-	36,53	222,3	n	3,334	m
2189	-	36,56	220,8	n	3,323	m
2188	-	36,58	219,8	n	3,315	m
2187	-	36,61	218,3	n	3,304	m
2186	-	36,63	217,3	n	3,296	m
2185	-	36,66	215,8	n	3,285	m
2184	-	36,68	214,8	n	3,277	m
2183	-	36,70	213,8	n	3,270	m
2182	-	36,73	212,3	n	3,258	m
2181	-	36,75	211,3	n	3,250	m
2180	-	36,78	209,9	n	3,240	m
2179	-	36,80	208,9	n	3,232	m
2178	-	36,83	207,5	n	3,221	m
2177	-	36,85	206,5	n	3,213	m
2176	-	36,88	205,1	n	3,202	m
2175	-	36,90	204,2	n	3,195	m
2174	-	36,92	203,2	n	3,187	m
2173	-	36,95	201,8	n	3,176	m
2172	-	36,97	200,9	n	3,169	m
2171	-	37,00	199,5	n	3,158	m
2170	-	37,02	198,6	n	3,151	m
2169	-	37,05	197,2	n	3,140	m
2168	-	37,07	196,3	n	3,133	m
2167	-	37,09	195,4	n	3,126	m
2166	-	37,12	194,1	n	3,115	m
2165	-	37,14	193,2	n	3,108	m
2164	-	37,17	191,9	n	3,098	m
2163	-	37,19	191,0	n	3,090	m
2162	-	37,22	189,7	n	3,080	m
2161	-	37,24	188,8	n	3,072	m
